obj_plate_obj_ID,obj_plate,obj_plate_roman,obj_plate_num,obj_geo_B-U-S,obj_block,obj_house,obj_house_roman,obj_room,obj_geo_B-U-S_2,obj_block2,obj_house2_roman,obj_house2,obj_room2,obj_geo_STRT-S,obj_street_abbr,obj_street,obj_st_num_2dig,obj_st_num,obj_level_ft,obj_time_cat,obj_admin_blockorigtext,obj_admin_room2origtext,obj_admin_blockadj,obj_admin_blocksub,obj_admin_roomadj,obj_admin_datanotes,obj_source_cat,obj_category,addl_type,addl_description,addl_dimension,bead_Len_or_Ht_in,bead_width_in,bead_Thickness_in,bead_Diameter_in,bead_Pottery,bead_Shell,bead_Falence,bead_Vltreous_paste,bead_Paste,bead_Steatite,bead_Gold,bead_Silver,bead_Copper_or_Bronze,bead_Carnelian,bead_Lapls_lazuli,bead_Jasper,bead_Quartz,bead_Green_felspar,bead_Onyx,bead_Agate,bead_Haematte,bead_Limestone,bead_Serpentine,bead_Breccia,bead_Turquoise,metl_type,metl_copper,metl_bronze,metl_length_in,metl_width_in,metl_thickness_of_tang_in,metl_thickness_of_blade_in,metl_height_in,metl_diameter_in,ptip_thickness_in,ptip_width_in,ptip_length_in,ptip_slips_lt_red,ptip_slips_dark_red,ptip_slips_cream_or_white,ptip_slips_green,ptip_slips_pink,ptip_degrainssants_sand,ptip_degrainssants_mica,ptip_degrainssants_lime,ptip_degrainssants_dirt,ptip_paints_black,ptip_paints_red,ptip_paints_green,ptip_paints_yellow,ptip_paints_white,ptip_width_and_length_orig,ptup_field_No,ptup_slips_lt_red,ptup_slips_dark_red,ptup_slips_cream_or_white,ptup_slips_green,ptup_slips_pink,ptup_degrainssants_sand,ptup_degrainssants_mica,ptup_degrainssants_lime,ptup_degrainssants_dirt,ptup_paints_black,ptup_paints_red,ptup_paints_green,ptup_paints_yellow,ptup_paints_white,ptup_height,ptup_length,ptup_breadth,ptup_thickness,ptpb_type,ptpb_field_No,ptpb_pastes_lt_red,ptpb_pastes_pink,ptpb_pastes_grey,ptpb_pastes_drab,ptpb_slips_crown_or_white,ptpb_slips_red,ptpb_slips_brown_or_purple,ptpb_slips_black,ptpb_slips_pink,ptpb_degrainssants_sand,ptpb_degrainssants_mica,ptpb_degrainssants_lime,ptpb_degrainssants_dirt,ptpb_paints_black,ptpb_paints_purple_black,ptpb_paints_red,ptpb_paints_white,ptpb_trimming,seal_type,seal_material,seal_dimensions_L_in,seal_dimensions_W_in,seal_dimensions_T_in,seal_dimensions_in_orig
078-008-X,078,LXXVIII,8,04-X-00-14-X,4,00,,14,,,,,,,,,,,-8.2,Late III,4,14,04,,14,,Additional_Objects_M,Animals,Model animal,"Pottery, with a light red slip. This is possibly a monkey climbing a tree. The eyes are represented by round pellets, the nostrils and mouth by a slight incisions. Though the tail is missing, its stumps suggests that it ws held close to the legs. ","1.88"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-009-X,078,LXXVIII,9,09-X-12-90-X,9,12,XII,90,,,,,,,,,,,-6.9,Late II,9,90,09,,90,,Additional_Objects_M,Animals,Model animal,"Pottery, with traces of a light red slip. Roughly made and finished.","2.36"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-010-X,078,LXXVIII,10,07-X-03-40-X,7,03,III,40,,,,,,,,,,,-3.2,Late Ib,7,40,07,,40,,Additional_Objects_M,Animals,Model animal,"Pottery, with a light red slip. This figure should have been included with the human figurines as it represents a crawling child. The pellet eyes are slightly oval, and the mouth and lips are represented as in other human figurines by incising a line on a narrow added strip of clay. Each of the slightly projecting ears has a ear-hole. The head is covered with a number of small circular disks, obviously intended to represent an infant's curls. There was also a necklace, but all that remains is a medallion still sticking to the breast, with two crossed lines incised upon it. A bangle is shown on the rihgt arm The buttocks are clearly indicated, and also the anus and sexual organs. ","2.1"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-011-X,078,LXXVIII,11,12-A-03-21-X,12A,03,III,21,,,,,,,,,,,-8,Late III,12A,21,12,A,21,,Additional_Objects_M,Animals,Model animal,"Pottery, witha  light red slip. Its once arched tail, small erect ears and the shape of the head incline me to think that this was a model of a horse. The eyes are slightly raised and the pupils indicated the incisions. Traces of a white substance in each of these incisions suggest that some other material was inlaid. The nostrils also are indicated by holes, and the mouth is represented as slightly open. It is unfortunate that so much of this figure is missing, as the model of a horse of so early a date as 2,500 B.C . of this figure would be of great interest. The very careful modelling and finish preclude this being the handiwork of a child; and the comparatively slender build sets it apart from the other animal models. ","4."" long. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-012-X,078,LXXVIII,12,07-X-07-58-X,7,07,VII,58,,,,,,,,,,,-10.6,Intermediate I,7,58,07,,58,,Additional_Objects_M,Animals,Model animal,"Pottery, with traces of light red slip. Though there is a flat base ipon which the figure will not stand, a hole in it shows that it was intended, rather, to be supported on a stick. A hole which perhaps represents the navel communicates with the hollow interior of the figure. Roughly modelled and finished. ","5.02"" high. There is a flat base upon which the figure will not stand, a hole in it, 0.3"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-001-X,079,LXXIX,1,01-X-01-00-X,1,01,I,,10-X-00-00-X,10,,,,,,,,,-25.3,Early Periods,1&10,,01,,00,,Additional_Objects_M,Animals,Model animal,"Pottery; cream slip Roughly modelled, hollow figure of a wild boar. The pupils of the eyes are represented by small, round, flat pellets of clay set in slits in the head. ","4.3"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-002-X,079,LXXIX,2,07-X-08-16-X,7,08,VIII,16,,,,,,,,,,,-26.5,Early Periods,7,16,07,,16,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. Small figure of rhinoceros very carefully made, even to the addition of the sexual organs. Horn missing. In place of the usual strips of clay to represent the armour-like hide of the animal, the body and even parts of the head are pricked all over, a somewhat curious procedure since the rhinoceros is comparatively hairless. ","1.7"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-014-X,108,CVIII,14,04-X-00-05-X,4,00,,5,,,,,,,,,,,-18.4,Intermediate III,4,5,04,,05,,Additional_Objects_M,Cooking Baking Utensils,Peg,Part of the horn of a deer or antelope with a groove cut round it near the broader end. ,"6.05"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-004-X,079,LXXIX,4,,,00,,,,,,,,FRST-09-X,FRST,First Street,09,9,-20.8,Early Periods,,,0,,0,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. Dog with up-curled tail, the greater part of which is missing. Ears upright and fairly long. Forehand and hind-legs respectively joined together. ","2.08"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-005-X,079,LXXIX,5,01-X-01-01-X,1,01,I,1,,,,,,,,,,,-19.3,Intermediate III,1,1,01,,01,,Additional_Objects_M,Animals,Model animal,"Bronze. Small model ram with curled horns and short upright tail. Pierced longitudinally to be worn as an amulet. Carefully made, but rather short in the body; are now slightly bent. ","0.64"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-006-X,079,LXXIX,6,09-X-02-09-X,9,02,II,9,,,,,,,,,,,-12.2,Intermediate I,9,9,09,,09,,Additional_Objects_M,Animals,Model animal,"Bronze. Dog with collar round neck. Prick ears and upright tail. Short mastiff-like muzzle. Fore- and hid-legs cast together; but it may have been intended to separate them later by cutting. Well made, but very much corroded. ","0.9"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-060-X,109,CIX,60,04-X-00-08-X,4,00,,8,,,,,,,,,,,-17.7,Intermediate III,4,8,04,,08,,Additional_Objects_M,Games And Toys,Whistle,"Very hard baked pottery; no slip. A somewhat roughly made, pear-shaped object with a small hole at the top and another in the side. Three of these whistles, all slightly different in size, were found together. ","1.65"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-008-X,079,LXXIX,8,09-X-08-18-X,9,08,VIII,18,,,,,,,,,,,-14.3,Intermediate II,9,18,09,,18,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. A hollow, round bodied anumal similar to No, 7 but with the ears practically perfect. The tail hangs, instead of being upright. ","2.2"" long. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-009-X,079,LXXIX,9,06-X-00-00-X,6,00,,,07-X-00-00-X,7,,,,,,,,,-15.5,Intermediate II,6&7,,06,,00,,Additional_Objects_M,Animals,Model animal,"Pottery, with a red slip. Hollow, clay model with long ears, which certainly resembles a hare more closely than No. 7 and 8. ","1."" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-010-X,079,LXXIX,10,,,00,,,,,,,,FRST-01-X,FRST,First Street,01,1,-22,Early Periods,,,0,,0,,Additional_Objects_M,Animals,Model animal,"Pottery, with a cream slip. Hollow interior, with which a small rectangular hole between the legs communicates, same type of animal as in Nos. 7-9,  but the ears are rather smaller. ","1.57"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-011-X,079,LXXIX,11,09-X-03-35-X,9,03,III,35,,,,,,,,,,,-15.8,Intermediate II,9,35,09,,35,,Additional_Objects_M,Animals,Model animal,"Pottery; with a cream slip. Solid. Dog with heavy collar round neck. Short prick ears; apparently upright tail, now broken. ","3.66"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-061-X,109,CIX,61,04-X-00-08-X,4,00,,8,,,,,,,,,,,-17.7,Intermediate III,4,8,04,,08,,Additional_Objects_M,Games And Toys,Whistle,"Very hard baked pottery; no slip. A somewhat roughly made, pear-shaped object with a small hole at the top and another in the side. Three of these whistles, all slightly different in size, were found together. ","1.65"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136-094-X,136,CXXXVI,94,04-X-00-08-X,4,00,,8,,,,,,,,,,,-18.4,Intermediate III,4,8,04,,08,,Additional_Objects_M,Personal Ornament,Bracelet (stoneware),Fragment. Dark grey throughout.,Section: averaging 0.65 in. thick * 0.51 in. wide. Size: outside range from 3.14 ins. to 3.6 ins. diameter and from 2.08 to 2.5 ins. inside. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-014-X,079,LXXIX,14,,No,,,,,,,,,,,,,,,,No.9,,No,,0,check location,Additional_Objects_M,Animals,Model animal,Another view of No. 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-015-X,079,LXXIX,15,07-X-01-03-X,7,01,I,3,,,,,,,,,,,-33.3,Early Periods,7,3,07,,03,,Additional_Objects_M,Animals,Model animal,"Pottery, with a cream slip. Dog with short upright tail, and a very heavy collar. The ears, unfortunately, are broken, but they were eidently pricked. ","3.28"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-016-X,079,LXXIX,16,07-X-09-29-X,7,09,IX,29,,,,,,,,,,,-26.9,Early Periods,7,29,07,,29,,Additional_Objects_M,Animals,Model animal,"Pottery, with a cream slip. Humped bull, with fore- and hind-legs joined. A little incised work round the head. ","1.6"" high.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080-022-X,080,LXXX,22,07-X-01-03-X,7,01,I,3,,,,,,,,,,,-14.9,Intermediate II,7,3,07,,03,,Additional_Objects_M,Animals,Model animal,"Pottery, with a cream slip. Though the head of this bird is missing, the graceful carve of the neck and body, and the long broad tail and stout legs identify it with the peacock. ","3.79"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-018-X,079,LXXIX,18,10-X-03-00-X,10,03,III,,,,,,,,,,,,-14.8,Intermediate II,10,,10,,00,,Additional_Objects_M,Animals,Model animal,"Bronze. No. 20 is an enlarged illustration of this well modelled animal which, as far as can be judges, is a solid casting. That it represents a bull and not a bison is indicated by the carriage of the head. Rather roughly made; but probably it was intended to trim it up afterwards, which seems never to have been done, though corrosion may have removed the finer details. ","1.5"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-019-X,079,LXXIX,19,12-X-00-00-X,12,00,,,12-A-00-00-X,12A,,,,,,,,,-13.8,Intermediate II,12&12A,,12,,00,,Additional_Objects_M,Animals,Model animal,"Bronze. Casting of a bull, now badly corroded, standing on a bar with a ring beneath. It is interesting to note that the ears of the animal were tied to the horns, a custom which does not pertain in Sindh today and whose purpose is a mystery. This little model could hardly have been worn as an amulet, for it would have hung upside down. POssibly, the rings over the bars beneath the animals. The hump is not so well marked as in the earlier example. The carriage of the head suggests the short-horned bull as pictured on the seals rather than the humped bull. ","1.5"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-020-X,079,LXXIX,20,10-X-03-00-X,10,03,III,,,,,,,,,,,,-14.8,Intermediate II,10,,10,,00,,Additional_Objects_M,Animals,Model animal,see No.18 above. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-051-X,109,CIX,51,04-X-00-08-X,4,00,,8,,,,,,,,,,,-18.3,Intermediate III,4,8,04,,08,,Additional_Objects_M,Tools,Spindle-whorls(?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-022-X,079,LXXIX,22,,,00,,,,,,,,FRST-18-X,FRST,First Street,18,18,-18.4,Intermediate III,,,0,,0,,Additional_Objects_M,Animals,Model animal,"Bronze, with a thick red slip. Hollow model of bull's head with noth horns and one of the ears missing. The hole seen in the photo is accidental and does not pierce the ear. This head was made in a mould, and the horns and ears were added afterwards. A straight narrow cut representes the mouth, two holes the nostrils, and there are incised lines round the muzzle. In the slightly concave base, a hole may have served to attch the head to a staff. This hole would have been unnecessarily wide for merely affixing the head to soemthing as an ornament. ","3.8"" long. In the slightly concave base, a hole 0.58"" in diameter may have served to attach the head to a staff. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-023-X,079,LXXIX,23,05-X-02-07-X,5,02,II,7,,,,,,,,,,,-14.9,Intermediate II,5,7,05,,07,,Additional_Objects_M,Animals,Model animal,"Pottery, with a thick red slip. The horns and ears of this hollow bull's head are, unfortunately, badly broken; but they were evidently made in one piece with the head which was not made in a mould. The eyes are represented by oval pellets of clay, the mouth by a simple straight cut, and the nostrils by two shallow holes. A hole in the flat base perhaps served to attach this head to a rod. ","4"" long. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-024-X,079,LXXIX,24,07-X-02-93-X,7,02,II,93,,,,,,,,,,,-21.4,Early Periods,7,93,07,,93,,Additional_Objects_M,Animals,Model animal,"Steatite. Well-carved model of a bull, whose separately made horns and ears were fixed in sockets and may have been of another material. Other sockets served for the attachment of the sexual organs, and the tail which lay in a groove between the buttocks. A larger hole between the legs suggests that this figure was supported on a stand. The wrinkles and hair on head and neck, and the garland round the latter had been carefully owrked with a graver. The eyes may not have been inlaid as the sockets are very shallow. The figurine seems not to have been glazed, but merely coated with a white slip like that on teh seals. ","2.81"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-025-X,079,LXXIX,25,08-X-01-05-X,8,01,I,5,,,,,,,,,,,-12.1,Intermediate I,8,5,08,,05,,Additional_Objects_M,Animals,Model animal,"Pottery, with a red slip. Humped bull with a scarf round the neck. Flat pellets of clay with central incision represent the eyes. The head is irrefularly punctuated betwen the horns to represent hair. ","3.15"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-026-X,079,LXXIX,26,07-X-09-29-X,7,09,IX,29,,,,,,,,,,,-32.7,Early Periods,7,29,07,,29,,Additional_Objects_M,Animals,Model animal,Pottery; no slip. Carefully made model of a humped bull with inset eyes and united fore- and hind legs. ,"0.9"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
075-014-X,075,LXXV,14,07-X-01-03-X,7,01,I,3,,,,,,,,,,,-29.9,Early Periods,7,3,07,,03,,Additional_Objects_M,Human Figure,Figurine,"Pottery; no slip. Torso of a woman clasping a baby to her breast which is hidden by a number of necklaces that are arranged in double rows-possibly to represent double strings of beads.- and have their ends brought to the front. These necklaces though apparently continued round the back of the figure are not so in reality. Roughly fashioned, especially the figure of the infant. ","1.95"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-028-X,079,LXXIX,28,12-X-05-97-X,12,05,V,97,,,,,,,,,,,-17.1,Intermediate III,12,97,12,,97,,Additional_Objects_M,Animals,Model animal,"Shell. The upper portion of a bull's head, which once had a second piece fitted to it below and a third against the concave back of the head, with the horns and ears, which were perhaps of some other materila, fixed to it. The eyes, whose shallow sockets were drilled out , were once inlaid. As it is, the one piece illustrated much have been cut from a shell of a unusual size. ","1.6"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-029-X,079,LXXIX,29,,,00,,,,,,,,FRST-06-X,FRST,First Street,06,6,,,,,0,,0,,Additional_Objects_M,Animals,Model animal,Pottery; no slip. Roughly made model of a bull with a garland or collar round the neck and fastened in front. ,"3.28"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-030-X,079,LXXIX,30,07-X-08-16-X,7,08,VIII,16,,,,,,,,,,,-24.1,Early Periods,7,16,07,,16,,Additional_Objects_M,Animals,Model animal,"Pottery; cream slip. Hollow model of a bull of very careful workmanship. Fashioned entirely by hand and with great stress laid on the various details which were cut with a graver before baking. Round the neck there is a twisted double bank, which may represent a garland of flowers or , more likely, a plaited rope. The horns and ears are unfortunately missing. The eyes are small round pellets inserted in cuts made in the caly before baking. A small hole beneath is probably only a vent for the escape of air during baking","5.25"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-031-X,079,LXXIX,31,,,00,,,,,,,,FRST-12-X,FRST,First Street,12,12,-17,Intermediate III,,,0,,0,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. The rough modelling of this bull is in marked contrast with the careful workmanship of No. 30, and it may have been made by a child. It stands on a rectangular base which, though flat, looks as if it had once been fixed on a support of some kind. A base such as this is rarely found. ","1.85"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-032-X,079,LXXIX,32,01-X-01-13-X,1,01,I,13,,,,,,,,,,,-28.4,Early Periods,1,13,01,,13,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. Hollow pottery mask of a bull, made in a mould. Two small holes on each side of hte head to fasten it to something. This is the fiest anumal mask that has been found, though we are well acquainted with masks of the human face surmounted by horns. ","2.2"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079-033-X,079,LXXIX,33,06-X-00-00-X,6,00,,,07-X-00-00-X,7,,,,,,,,,-19.2,Intermediate III,6&7,,06,,00,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. head of a bull, form which the body which was hollow is missing. First carefully modelled, then carved with remarkable skill despite the roughness of the work. ","2.48"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080-001-X,080,LXXX,1,,,00,,,,,,,,FRST-05-X,FRST,First Street,05,5,-21.5,Early Periods,,,0,,0,,Additional_Objects_M,Animals,Model animal,"Faience. Monkey holding a young one on its knee. This roughly modelled group is made of a porous white paste which was doubtless intended to be glazed. The paste is fissured all over, though neigther by corrosion nor by weathering; so much so, indeed that it could hardly have been glazed without being first coated with some filling to conceal the cracks, unless an opaque glaze was used. The group was entirely modelled by hand and a certain amount of trimming done with a knife; for instance, the fingers and toes of both the mother and her young were carefully indicated by incised lines as was also the hair on the mother animal's head. The modelling is crudely done. The flat base of this model gives it a good stance. ","2.13"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
